student_id,name,gender,university_name,university_type,department,semester/year,cgpa,subjects,attendance_percentage,study_hours_per_day,weak_subjects,strong_subjects,district,device_usage_time,preferred_study_time,exam_score,historical_scores,risk_level
U00092,Sabina Chowdhury,Female,CUET,Public,English,"Year 2, Spring",3.78,"Ethics, Mass Communication, Literary Criticism, History of Art",78.8,1,Ethics,"Literary Criticism, Mass Communication",Gazipur,5.5,Afternoon,97.8,"100,91.1,92.1,100,97.8",High
U00093,Shakib Khan,Male,University of Dhaka,Public,BBA,"Year 2, Summer",3.39,"Financial Accounting, Business Law, Principles of Management, Marketing Strategy",64.6,6.3,Principles of Management,Marketing Strategy,Cumilla,6.7,Evening,80.2,"77.5,81.5,74.3,79.6,80.2",Medium
U00094,Jannat Rahman,Female,American International University-Bangladesh,Private,Philosophy,"Year 3, Summer",2.73,"History of Art, Literary Criticism, Ethics, Mass Communication",72.9,6.2,"Literary Criticism, History of Art",Mass Communication,Kushtia,3.2,Evening,72.0,"76.5,64.8,62.7,66.2,72.0",Medium
U00095,Sadia Ali,Female,Noakhali Science and Technology University,Public,Microbiology,"Year 1, Spring",3.35,"Human Anatomy, Clinical Pharmacy, Organic Chemistry, Genetics, Pharmacology",81.4,10.2,"Human Anatomy, Organic Chemistry","Clinical Pharmacy, Genetics",Bogura,6.4,Evening,80.5,"75.0,78.0,71.3,75.3,80.5",Low
U00096,Sajid Sarker,Male,Jagannath University,Public,LLB,"Year 4, Spring",2.67,"Jurisprudence, Constitutional Law, Criminal Law, Civil Procedure",99,2.3,Criminal Law,"Constitutional Law, Jurisprudence",Bogura,5.3,Morning,67.4,"63.6,69.2,69.6,61.8,67.4",Medium
U00097,Afia Akter,Female,BRAC University,Private,Mechanical Engineering,"Year 4, Fall",3.25,"Thermodynamics, Database Systems, Data Structures, Algorithms",82.7,5.4,"Thermodynamics, Algorithms",Database Systems,Bogura,7.8,Morning,81.7,"80.0,85.3,80.4,81.9,81.7",Low
U00098,Sumaiya Akter,Female,North South University,Private,CSE,"Year 1, Spring",3.15,"Thermodynamics, Algorithms, Circuit Analysis, Database Systems, Data Structures",79.3,4.4,"Database Systems, Data Structures","Algorithms, Circuit Analysis",Barishal,8.9,Night,79.1,"78.6,82.2,70.7,79.4,79.1",Low
U00099,Nabil Sarker,Male,East West University,Private,English,"Year 3, Summer",2.75,"Literary Criticism, Ethics, History of Art, Mass Communication",99,4.8,Mass Communication,"Literary Criticism, History of Art",Sylhet,5.5,Morning,68.2,"62.5,64.7,59.0,71.7,68.2",Medium
U00100,Rahim Sarker,Male,SUST,Public,MIS,"Year 3, Summer",3.75,"Microeconomics, Marketing Strategy, Business Law, Principles of Management, Financial Accounting",99,1.9,Microeconomics,Business Law,Dhaka,5.8,Afternoon,91.4,"94.8,95.6,83.5,95.5,91.4",High
U00101,Nusrat Khan,Female,Rajshahi University,Public,Software Engineering,"Year 1, Summer",3.23,"Machine Learning, Circuit Analysis, Database Systems, Algorithms, Data Structures, Thermodynamics",84.9,4.2,"Data Structures, Circuit Analysis",Algorithms,Bogura,7.5,Morning,82.3,"85.8,74.4,77.5,80.8,82.3",Low
U00102,Farhana Hasan,Female,American International University-Bangladesh,Private,BBA,"Year 3, Spring",3.68,"Microeconomics, Business Law, Marketing Strategy, Financial Accounting, Principles of Management",79.6,7.3,Financial Accounting,Principles of Management,Cumilla,7.3,Afternoon,93.8,"89.6,98.7,90.8,97.2,93.8",Low
U00103,Karim Uddin,Male,Chittagong University,Public,Sociology,"Year 2, Spring",2.58,"Research Methodology, World History, Social Psychology, Political Science",89.1,7.9,Research Methodology,"Political Science, Social Psychology",Mymensingh,5.8,Night,69.4,"73.5,63.1,63.2,68.8,69.4",Medium
U00104,Tanvir Khan,Male,Daffodil International University,Private,EEE,"Year 1, Fall",3.24,"Thermodynamics, Database Systems, Data Structures, Circuit Analysis, Machine Learning, Algorithms",91.0,3.1,"Database Systems, Algorithms","Data Structures, Machine Learning",Sylhet,8.6,Morning,79.9,"70.7,82.2,77.4,84.2,79.9",Medium
U00105,Farhana Chowdhury,Female,BRAC University,Private,Mechanical Engineering,"Year 4, Fall",2.86,"Data Structures, Algorithms, Database Systems, Thermodynamics",78.9,4.5,"Algorithms, Thermodynamics",Database Systems,Gazipur,5.1,Afternoon,74.2,"66.2,64.5,75.9,70.5,74.2",Medium
U00106,Shakib Chowdhury,Male,American International University-Bangladesh,Private,Software Engineering,"Year 4, Spring",3.54,"Data Structures, Algorithms, Machine Learning, Circuit Analysis",59.9,6.9,Algorithms,"Data Structures, Circuit Analysis",Kushtia,5.6,Evening,84.0,"84.1,88.7,79.8,83.3,84.0",High
U00107,Adnan Islam,Male,North South University,Private,AI,"Year 1, Summer",3.83,"Machine Learning, Algorithms, Circuit Analysis, Database Systems",76.1,3.0,"Circuit Analysis, Machine Learning",Database Systems,Dhaka,1.5,Evening,92.4,"89.7,85.6,91.4,90.7,92.4",Medium
U00108,Fahim Uddin,Male,North South University,Private,Agriculture,"Year 4, Fall",3.72,"Ecology, Climate Change, Soil Science, Sustainable Development",53.7,6.1,Soil Science,Sustainable Development,Barishal,6.8,Evening,95.4,"96.7,89.6,92.4,87.6,95.4",High
U00109,Rafi Chowdhury,Male,American International University-Bangladesh,Private,International Law,"Year 2, Summer",3.27,"Civil Procedure, Criminal Law, Constitutional Law, Jurisprudence",53.0,7.1,"Civil Procedure, Criminal Law",Constitutional Law,Cox's Bazar,7.5,Afternoon,83.7,"77.1,77.3,88.3,87.3,83.7",High
U00110,Mahmud Begum,Male,Rajshahi University,Public,Software Engineering,"Year 2, Fall",2.51,"Database Systems, Thermodynamics, Circuit Analysis, Machine Learning, Algorithms",50.8,4.9,"Database Systems, Thermodynamics",Algorithms,Sylhet,1,Afternoon,58.6,"53.9,59.8,49.0,61.3,58.6",High
U00111,Arif Chowdhury,Male,United International University,Private,English,"Year 1, Fall",3.51,"Mass Communication, Ethics, History of Art, Literary Criticism",71.3,6.4,"History of Art, Ethics",Mass Communication,Kushtia,7.1,Morning,85.9,"77.9,85.3,82.4,76.0,85.9",Medium
U00112,Farhana Akter,Female,Comilla University,Public,Environmental Science,"Year 4, Fall",3.46,"Climate Change, Ecology, Sustainable Development, Soil Science",75.2,5.4,Soil Science,Sustainable Development,Khulna,5.6,Evening,86.8,"84.1,83.6,89.2,82.0,86.8",Low
U00113,Sadia Hossain,Female,Daffodil International University,Private,Economics,"Year 1, Summer",2.64,"Principles of Management, Microeconomics, Business Law, Financial Accounting, Marketing Strategy",79.1,6.2,"Principles of Management, Business Law",Marketing Strategy,Kushtia,7.2,Morning,61.2,"62.4,62.8,57.4,60.6,61.2",Medium
U00114,Sabina Ahmed,Female,University of Liberal Arts Bangladesh,Private,Accounting,"Year 4, Summer",2.91,"Microeconomics, Principles of Management, Business Law, Marketing Strategy",95.9,1,"Microeconomics, Principles of Management",Business Law,Tangail,6.5,Evening,73.0,"66.0,65.4,72.4,65.5,73.0",High
U00115,Nabil Islam,Male,North South University,Private,MIS,"Year 1, Spring",2.9,"Business Law, Financial Accounting, Marketing Strategy, Principles of Management, Microeconomics",95.4,5.3,Financial Accounting,"Marketing Strategy, Business Law",Narayanganj,2.7,Morning,71.8,"71.6,64.1,64.5,64.9,71.8",Medium
U00116,Tanvir Khan,Male,"Independent University, Bangladesh",Private,Agriculture,"Year 1, Fall",3.21,"Soil Science, Sustainable Development, Ecology, Climate Change",74.3,3.1,"Climate Change, Sustainable Development",Soil Science,Dhaka,5.2,Night,77.2,"72.7,79.8,69.9,81.7,77.2",Medium
U00117,Nabil Hasan,Male,Jagannath University,Public,CSE,"Year 4, Summer",3.91,"Machine Learning, Data Structures, Thermodynamics, Circuit Analysis, Database Systems, Algorithms",68.6,1.2,"Machine Learning, Algorithms",Database Systems,Rajshahi,3.9,Morning,98.1,"100,94.3,91.8,99.4,98.1",High
U00118,Fahim Hasan,Male,American International University-Bangladesh,Private,Environmental Science,"Year 2, Spring",3.23,"Ecology, Sustainable Development, Soil Science, Climate Change",96.2,4.7,Ecology,"Soil Science, Sustainable Development",Narayanganj,1.3,Night,83.9,"88.6,88.2,84.1,81.6,83.9",Low
U00119,Raisa Ahmed,Female,Jagannath University,Public,Data Science,"Year 2, Fall",4.0,"Machine Learning, Database Systems, Thermodynamics, Algorithms",61.5,4.5,"Algorithms, Machine Learning","Database Systems, Thermodynamics",Dhaka,6.3,Morning,99.0,"98.4,93.0,100,93.6,99.0",Medium
U00120,Sumaiya Begum,Female,American International University-Bangladesh,Private,Agriculture,"Year 2, Spring",2.84,"Soil Science, Sustainable Development, Ecology, Climate Change",90.3,7.2,"Ecology, Climate Change",Soil Science,Jessore,7.4,Morning,74.5,"77.2,68.6,66.9,71.2,74.5",Medium
U00121,Mahmud Hasan,Male,United International University,Private,Journalism,"Year 3, Summer",2.5,"Mass Communication, Ethics, Literary Criticism, History of Art",93.7,4.1,Literary Criticism,Ethics,Cumilla,2.7,Night,61.6,"55.8,60.9,51.7,65.8,61.6",Medium
U00122,Tanvir Khan,Male,Ahsanullah University of Science and Technology,Private,AI,"Year 2, Fall",4.0,"Data Structures, Database Systems, Machine Learning, Circuit Analysis, Algorithms",72.5,2.8,Data Structures,Circuit Analysis,Sylhet,5.5,Evening,96.5,"98.7,92.9,89.9,87.7,96.5",Medium
U00123,Naeem Chowdhury,Male,Daffodil International University,Private,MIS,"Year 4, Spring",3.58,"Marketing Strategy, Financial Accounting, Microeconomics, Principles of Management, Business Law",61.6,6.3,"Microeconomics, Business Law","Principles of Management, Marketing Strategy",Kushtia,7.5,Night,89.5,"82.5,84.1,87.3,88.4,89.5",Medium
U00124,Naeem Hossain,Male,Daffodil International University,Private,LLB,"Year 1, Fall",3.16,"Jurisprudence, Criminal Law, Civil Procedure, Constitutional Law",88.4,4.2,Civil Procedure,"Jurisprudence, Constitutional Law",Cumilla,3.1,Night,80.7,"77.0,85.4,80.5,71.4,80.7",Low
U00125,Sajid Islam,Male,Noakhali Science and Technology University,Public,Software Engineering,"Year 2, Fall",3.65,"Algorithms, Machine Learning, Data Structures, Thermodynamics, Circuit Analysis, Database Systems",76.5,5.0,Algorithms,Database Systems,Khulna,9.4,Evening,88.2,"86.4,89.4,88.0,86.1,88.2",Low
U00126,Sabina Akter,Female,SUST,Public,Economics,"Year 1, Summer",3.46,"Principles of Management, Financial Accounting, Marketing Strategy, Microeconomics, Business Law",87.2,5.2,"Principles of Management, Microeconomics","Business Law, Marketing Strategy",Cumilla,1.2,Evening,91.4,"88.7,91.0,87.8,92.7,91.4",Low
U00127,Mim Ahmed,Female,Jatiya Kabi Kazi Nazrul Islam University,Public,Software Engineering,"Year 4, Spring",2.85,"Data Structures, Database Systems, Machine Learning, Circuit Analysis, Algorithms",63.7,5.3,"Data Structures, Circuit Analysis",Machine Learning,Mymensingh,3.4,Afternoon,71.5,"67.1,74.6,61.8,64.7,71.5",Medium
U00128,Karim Islam,Male,Ahsanullah University of Science and Technology,Private,Nursing,"Year 4, Spring",2.7,"Genetics, Clinical Pharmacy, Organic Chemistry, Pharmacology, Human Anatomy",93.8,3.6,"Clinical Pharmacy, Human Anatomy",Organic Chemistry,Chattogram,10.2,Afternoon,66.6,"71.2,57.9,71.4,71.1,66.6",Medium
U00129,Afia Uddin,Female,Ahsanullah University of Science and Technology,Private,Marketing,"Year 3, Fall",3.31,"Microeconomics, Marketing Strategy, Principles of Management, Financial Accounting, Business Law",64.5,5.3,Marketing Strategy,"Microeconomics, Principles of Management",Tangail,7.2,Evening,80.1,"78.1,78.8,71.5,76.6,80.1",Medium
U00130,Fariha Hasan,Female,University of Liberal Arts Bangladesh,Private,International Relations,"Year 2, Spring",3.66,"Research Methodology, Political Science, Social Psychology, World History",99,6.9,"Social Psychology, Research Methodology",World History,Cumilla,3.3,Night,88.4,"81.3,84.3,87.1,92.9,88.4",Low
U00131,Nabila Ali,Female,Jagannath University,Public,History,"Year 1, Summer",3.95,"Mass Communication, Ethics, History of Art, Literary Criticism",87.4,5.4,"Ethics, History of Art","Literary Criticism, Mass Communication",Cumilla,5.2,Morning,98.1,"97.1,97.5,88.2,92.6,98.1",Low
U00132,Siam Hossain,Male,Jahangirnagar University,Public,BBA,"Year 3, Spring",3.1,"Business Law, Marketing Strategy, Microeconomics, Financial Accounting",82.3,3.3,"Business Law, Marketing Strategy",Financial Accounting,Chattogram,1,Morning,80.9,"75.5,83.8,82.0,76.8,80.9",Medium
U00133,Jannat Khan,Female,BUET,Public,HRM,"Year 1, Summer",3.43,"Principles of Management, Business Law, Marketing Strategy, Financial Accounting, Microeconomics",89.7,8.1,Microeconomics,"Financial Accounting, Principles of Management",Gazipur,9.0,Evening,87.1,"79.1,91.7,85.1,82.9,87.1",Low
U00134,Raisa Hasan,Female,Chittagong University,Public,Anthropology,"Year 3, Spring",3.28,"Social Psychology, Research Methodology, Political Science, World History",93.4,1.8,Political Science,"Social Psychology, World History",Mymensingh,4.9,Morning,81.2,"78.5,80.7,81.9,76.0,81.2",High
U00135,Mim Khan,Female,RUET,Public,Psychology,"Year 4, Spring",2.84,"World History, Research Methodology, Political Science, Social Psychology",67.3,5.5,World History,Political Science,Rajshahi,8.7,Evening,68.8,"64.3,70.8,60.0,71.0,68.8",Medium
U00136,Jahid Uddin,Male,North South University,Private,Environmental Science,"Year 4, Spring",3.88,"Climate Change, Ecology, Soil Science, Sustainable Development",94.1,2.6,Sustainable Development,Ecology,Tangail,10.9,Night,100,"100,99.3,93.3,99.5,100",Medium
U00137,Sabina Begum,Female,United International University,Private,LLB,"Year 3, Summer",3.34,"Civil Procedure, Criminal Law, Constitutional Law, Jurisprudence",92.9,8.5,Constitutional Law,Criminal Law,Jessore,1.5,Afternoon,81.7,"83.5,80.9,79.2,80.1,81.7",Low
U00138,Jannat Khan,Female,American International University-Bangladesh,Private,Anthropology,"Year 3, Spring",2.93,"Social Psychology, World History, Research Methodology, Political Science",70.6,6.0,"Political Science, World History",Research Methodology,Kushtia,9.7,Night,69.4,"72.4,67.7,69.1,68.2,69.4",Medium
U00139,Afia Ahmed,Female,Noakhali Science and Technology University,Public,International Relations,"Year 4, Summer",2.75,"Research Methodology, Social Psychology, Political Science, World History",78.2,4.6,"Research Methodology, Political Science",Social Psychology,Khulna,6.5,Night,65.3,"69.9,65.7,64.1,68.8,65.3",Medium
U00140,Mariam Hossain,Female,University of Liberal Arts Bangladesh,Private,Software Engineering,"Year 2, Fall",3.39,"Algorithms, Thermodynamics, Data Structures, Circuit Analysis",80.0,1.8,"Algorithms, Circuit Analysis",Data Structures,Barishal,6.3,Night,85.1,"76.4,86.5,83.1,78.8,85.1",High
U00141,Sumaiya Sarker,Female,Daffodil International University,Private,Software Engineering,"Year 1, Summer",2.0,"Machine Learning, Database Systems, Algorithms, Thermodynamics, Data Structures, Circuit Analysis",83.4,4.0,"Machine Learning, Circuit Analysis",Algorithms,Cox's Bazar,3.5,Morning,47.4,"40,41.1,40,46.1,47.4",High
U00142,Fariha Chowdhury,Female,CUET,Public,Nursing,"Year 4, Spring",3.26,"Pharmacology, Genetics, Human Anatomy, Clinical Pharmacy, Organic Chemistry",99,5.0,"Genetics, Pharmacology",Organic Chemistry,Gazipur,7.4,Afternoon,81.6,"75.0,74.9,76.1,79.9,81.6",Low
U00143,Sabina Uddin,Female,American International University-Bangladesh,Private,Software Engineering,"Year 3, Summer",3.65,"Circuit Analysis, Machine Learning, Data Structures, Thermodynamics, Algorithms",58.9,3.5,"Machine Learning, Algorithms","Data Structures, Circuit Analysis",Dhaka,2.4,Morning,90.6,"83.1,83.7,80.7,83.5,90.6",High
U00144,Nabil Hossain,Male,East West University,Private,CSE,"Year 3, Spring",2.89,"Algorithms, Database Systems, Circuit Analysis, Data Structures, Machine Learning, Thermodynamics",69.8,4.9,"Data Structures, Machine Learning","Thermodynamics, Database Systems",Sylhet,5.8,Evening,76.6,"78.8,79.0,68.7,80.3,76.6",Medium
U00145,Zubayer Rahman,Male,University of Liberal Arts Bangladesh,Private,BBA,"Year 1, Fall",3.27,"Financial Accounting, Microeconomics, Business Law, Marketing Strategy, Principles of Management",98.9,4.7,Financial Accounting,"Marketing Strategy, Microeconomics",Mymensingh,6.2,Evening,78.3,"73.9,82.1,71.5,72.3,78.3",Low
U00146,Sabina Chowdhury,Female,North South University,Private,Psychology,"Year 1, Fall",3.56,"World History, Research Methodology, Political Science, Social Psychology",83.2,9.0,"Research Methodology, World History","Political Science, Social Psychology",Rangpur,3.9,Evening,92.9,"96.7,84.2,86.5,95.6,92.9",Low
U00147,Nadia Hasan,Female,East West University,Private,Microbiology,"Year 3, Summer",4.0,"Clinical Pharmacy, Organic Chemistry, Human Anatomy, Pharmacology, Genetics",93.1,5.8,"Genetics, Human Anatomy","Pharmacology, Clinical Pharmacy",Cumilla,13.4,Evening,100,"91.6,98.7,100,94.5,100",Low
U00148,Tanvir Rahman,Male,North South University,Private,Biotechnology,"Year 4, Fall",3.48,"Genetics, Pharmacology, Human Anatomy, Clinical Pharmacy, Organic Chemistry",72.3,4.0,Pharmacology,"Human Anatomy, Organic Chemistry",Sylhet,3.5,Afternoon,84.7,"82.6,83.1,77.5,76.6,84.7",Medium
U00149,Raisa Ahmed,Female,RUET,Public,Civil Engineering,"Year 4, Summer",2.98,"Database Systems, Circuit Analysis, Algorithms, Machine Learning, Thermodynamics",72.4,2.1,"Algorithms, Thermodynamics","Database Systems, Machine Learning",Dhaka,5.7,Morning,71.7,"64.7,63.7,65.5,71.4,71.7",Medium
U00150,Adnan Ahmed,Male,RUET,Public,CSE,"Year 2, Summer",3.92,"Algorithms, Database Systems, Machine Learning, Data Structures, Circuit Analysis, Thermodynamics",77.2,8.6,Algorithms,"Thermodynamics, Database Systems",Bogura,6.0,Morning,94.6,"88.3,95.5,92.2,89.2,94.6",Low
U00151,Imtiaz Ali,Male,North South University,Private,English,"Year 3, Summer",3.29,"History of Art, Mass Communication, Literary Criticism, Ethics",61.2,3.7,"Ethics, History of Art","Mass Communication, Literary Criticism",Bogura,5.1,Evening,81.8,"84.7,76.1,78.0,78.8,81.8",Medium
U00152,Afia Islam,Female,BRAC University,Private,Psychology,"Year 1, Fall",2.03,"Political Science, Research Methodology, Social Psychology, World History",82.8,6.5,"Political Science, World History",Social Psychology,Sylhet,8.5,Morning,49.6,"53.2,53.8,48.7,48.7,49.6",High
U00153,Adnan Ahmed,Male,Jagannath University,Public,CSE,"Year 3, Summer",3.03,"Machine Learning, Algorithms, Circuit Analysis, Thermodynamics, Data Structures, Database Systems",70.4,5.1,"Database Systems, Machine Learning","Thermodynamics, Data Structures",Rangpur,5.7,Night,77.6,"72.7,68.2,68.8,79.7,77.6",Medium
U00154,Fahim Hasan,Male,Ahsanullah University of Science and Technology,Private,Economics,"Year 3, Summer",2.73,"Principles of Management, Marketing Strategy, Financial Accounting, Business Law, Microeconomics",62.7,7.7,Business Law,Marketing Strategy,Rajshahi,4.2,Afternoon,70.7,"65.5,73.9,62.8,60.7,70.7",Medium
U00155,Afia Rahman,Female,Chittagong University,Public,Civil Engineering,"Year 2, Spring",3.25,"Data Structures, Machine Learning, Algorithms, Database Systems",87.8,4.1,"Database Systems, Algorithms",Machine Learning,Sylhet,4.7,Morning,79.4,"72.0,78.4,70.6,74.3,79.4",Low
