student_id,name,gender,class_level,institution_name,subjects,study_hours_per_day,weak_subjects,strong_subjects,exam_score,attendance_percentage,district,device_usage_time,preferred_study_time,historical_scores
BD00121,Rahim Begum,Male,University,United International University,"Bangla, Biology, Physics, Math, Chemistry, ICT",4.0,"Physics, ICT","Biology, Bangla",78.5,77.5,Dhaka,6.2,Night,"75.4,73.2,72.2,71.1,78.5"
BD00122,Rafi Rahman,Male,University,NSU,"English, Physics, ICT, Math, Accounting, Bangla",3.0,"Physics, ICT","Accounting, Math",59.2,90.0,Rajshahi,3.3,Night,"55.5,56.3,54.5,54.6,59.2"
BD00123,Farhana Khan,Female,SSC,Govt. Laboratory High School,"English, Chemistry, Biology, Math, ICT, Accounting",3.6,Accounting,"ICT, English",53.8,77.1,Cumilla,6.9,Evening,"49.1,51.6,53.3,53.8"
BD00124,Jahid Hasan,Male,HSC,Notre Dame College,"Bangla, Chemistry, Biology, Accounting, ICT, English, Math",0.9,ICT,"Accounting, Math",64.9,63.4,Sylhet,6.0,Morning,"57.5,55.7,56.9,64.9"
BD00125,Arif Hasan,Male,SSC,Rajshahi Collegiate School,"Accounting, ICT, Chemistry, English, Math",2.5,"Chemistry, Accounting","Math, ICT",58.7,83.8,Rangpur,2.5,Morning,"49.8,48.9,48.3,58.7"
BD00126,Naeem Khan,Male,University,Chittagong University,"Chemistry, Physics, ICT, Biology",2.8,Physics,"ICT, Biology",66.7,93.8,Cumilla,5.7,Evening,"62.9,64.0,66.4,67.9,66.7"
BD00127,Rafi Rahman,Male,HSC,Govt. M. M. City College,"Bangla, Accounting, Biology, Physics, English, Math",4.3,"Accounting, Physics","English, Biology",69.0,82.9,Chattogram,2.9,Morning,"61.7,61.4,58.9,69.0"
BD00128,Fahim Khan,Male,SSC,Viqarunnisa Noon School and College,"English, Chemistry, Math, Biology, Accounting",2.6,English,"Biology, Accounting",71.3,78.8,Barishal,4.2,Evening,"66.2,66.4,66.7,71.3"
BD00129,Mahmud Begum,Male,HSC,Govt. M. M. City College,"Chemistry, Math, Biology, Bangla, Accounting, Physics, ICT",4.5,ICT,"Biology, Physics",92.2,79.3,Dhaka,5.3,Night,"81.5,82.2,79.8,92.2"
BD00130,Sajid Chowdhury,Male,SSC,Rajshahi Collegiate School,"English, Math, Chemistry, ICT, Accounting",2.0,Chemistry,"Math, Accounting",58.4,87.2,Mymensingh,4.3,Evening,"51.4,50.6,50.1,58.4"
BD00131,Tanvir Khan,Male,SSC,Govt. Laboratory High School,"Biology, English, Chemistry, ICT, Math, Bangla, Accounting",3.4,"Biology, Accounting","Bangla, Math",59.1,83.6,Barishal,5.9,Morning,"51.9,53.6,54.3,59.1"
BD00132,Sadia Akter,Female,SSC,Rajshahi Collegiate School,"ICT, Chemistry, Math, Bangla, Physics",3.0,"Math, Physics","Chemistry, Bangla",70.4,97.4,Barishal,2.4,Morning,"63.2,63.2,64.1,70.4"
BD00133,Jannat Khan,Female,University,Rajshahi University,"Biology, English, ICT, Bangla, Physics, Math",1.5,Physics,English,77.6,62.0,Rangpur,6.6,Evening,"71.0,70.6,70.2,70.4,77.6"
BD00134,Naeem Akter,Male,University,Jahangirnagar University,"Math, Physics, English, Biology",4.2,"Physics, Biology",Math,64.9,97.2,Khulna,5.5,Evening,"58.3,57.9,57.9,56.3,64.9"
BD00135,Rahim Begum,Male,HSC,Holy Cross College,"Accounting, Physics, Math, Biology, Bangla, English",6.4,"Physics, English",Bangla,58.4,81.0,Khulna,5.5,Evening,"53.6,55.0,53.5,58.4"
BD00136,Karim Sarker,Male,HSC,Rajshahi College,"Chemistry, Biology, Math, Physics, English, ICT",3.9,"Physics, English","ICT, Biology",83.1,54.4,Chattogram,4.3,Evening,"74.8,77.0,75.0,83.1"
BD00137,Fahim Hasan,Male,HSC,Rajshahi College,"Physics, Accounting, Biology, Bangla, English",4.4,"Bangla, Accounting","Physics, Biology",70.6,75.3,Rajshahi,4.6,Morning,"68.6,67.4,68.7,70.6"
BD00138,Jannat Hasan,Female,University,Jahangirnagar University,"English, ICT, Math, Chemistry, Biology, Physics",3.1,ICT,"Biology, Chemistry",63.0,59.6,Barishal,5.3,Evening,"53.5,53.8,55.1,57.1,63.0"
BD00139,Fariha Ahmed,Female,SSC,Rajshahi Collegiate School,"Chemistry, Bangla, Accounting, Physics, Math",3.7,"Physics, Accounting",Math,66.3,87.5,Rangpur,2.0,Morning,"56.5,57.2,55.0,66.3"
BD00140,Rafi Islam,Male,SSC,Rajshahi Collegiate School,"Physics, Math, Bangla, English, ICT, Accounting, Biology",4.3,Biology,Accounting,77.6,86.3,Sylhet,6.9,Morning,"70.7,69.0,71.0,77.6"
BD00141,Rahim Akter,Male,University,Khulna University,"Accounting, Physics, Chemistry, Biology, ICT",4.3,"ICT, Biology","Chemistry, Accounting",59.7,90.3,Sylhet,5.5,Evening,"59.3,59.6,59.6,60.3,59.7"
BD00142,Ayesha Ahmed,Female,HSC,Notre Dame College,"Biology, Bangla, Math, Chemistry, English",1.9,Math,"Bangla, Biology",41.1,70.6,Rangpur,5.3,Evening,"36.5,35.5,33.9,41.1"
BD00143,Sajid Rahman,Male,University,Khulna University,"Chemistry, Physics, Bangla, Math",1.6,"Bangla, Math","Physics, Chemistry",55.4,83.1,Gazipur,4.3,Morning,"46.5,45.9,45.6,46.1,55.4"
BD00144,Tanjila Akter,Female,University,BRAC University,"English, ICT, Math, Physics",3.0,"Math, ICT",English,43.1,61.5,Chattogram,6.9,Night,"36.0,34.1,32.1,30.1,43.1"
BD00145,Fariha Akter,Female,HSC,Notre Dame College,"ICT, English, Math, Accounting, Bangla",4.9,"Math, English","Bangla, ICT",65.9,92.5,Chattogram,5.8,Morning,"61.0,63.7,61.8,65.9"
BD00146,Ayesha Khan,Female,HSC,Rajshahi College,"Accounting, Physics, English, Math, Chemistry, Biology, Bangla",6.3,Biology,"Accounting, Physics",65.3,61.4,Rajshahi,2.4,Evening,"58.7,60.2,59.2,65.3"
BD00147,Nusrat Khan,Female,University,United International University,"Chemistry, Math, Bangla, Physics, Biology",4.8,"Chemistry, Math",Biology,80.7,99,Barishal,4.7,Night,"73.2,73.4,72.4,72.5,80.7"
BD00148,Fariha Rahman,Female,HSC,Govt. M. M. City College,"Bangla, Biology, Math, Physics, Accounting",4.5,"Physics, Bangla","Math, Accounting",81.2,74.5,Khulna,4.4,Evening,"77.8,79.5,77.7,81.2"
BD00149,Jahid Sarker,Male,University,Rajshahi University,"Math, Accounting, Physics, Bangla, ICT, Chemistry",3.1,"Math, Chemistry","Physics, Bangla",44.5,79.8,Sylhet,5.8,Evening,"39.5,37.4,35.5,33.0,44.5"
BD00150,Fariha Chowdhury,Female,University,University of Dhaka,"Chemistry, ICT, English, Physics, Math, Bangla",4.9,"Math, Bangla","Physics, English",64.1,82.2,Rajshahi,4.5,Evening,"55.4,55.9,56.4,57.6,64.1"
BD00151,Fariha Begum,Female,University,North South University,"Physics, Accounting, English, Biology, Math, Chemistry",6.0,"Biology, Math","Physics, Chemistry",69.9,97.1,Sylhet,5.9,Night,"67.7,70.5,68.4,66.2,69.9"
BD00152,Tanjila Hossain,Female,HSC,Dhaka College,"Math, Bangla, English, Chemistry, Accounting",6.5,Chemistry,"Bangla, Accounting",65.5,77.6,Rangpur,4.4,Evening,"54.3,52.4,54.6,65.5"
BD00153,Rafi Hasan,Male,University,NSU,"Bangla, English, Physics, ICT, Chemistry, Biology",5.2,ICT,"Physics, Biology",52.9,58.6,Gazipur,6.4,Evening,"46.5,48.3,50.7,49.8,52.9"
BD00154,Sumaiya Hossain,Female,SSC,Dhaka Residential Model College,"Math, Bangla, Physics, English, ICT, Chemistry",1.7,"ICT, Bangla","Physics, Math",63.6,89.3,Sylhet,4.9,Morning,"56.6,58.2,59.9,63.6"
BD00155,Fahim Begum,Male,University,United International University,"English, Biology, Chemistry, Bangla, Physics",3.9,Chemistry,"English, Bangla",72.4,58.0,Cumilla,7.8,Evening,"63.4,62.0,61.1,59.1,72.4"
BD00156,Mahmud Khan,Male,HSC,Govt. M. M. City College,"Biology, Accounting, Bangla, Physics, Chemistry, Math, English",4.5,"Physics, Math",Accounting,64.0,78.1,Chattogram,5.0,Morning,"53.7,54.4,55.8,64.0"
BD00157,Sajid Chowdhury,Male,University,North South University,"Accounting, Bangla, Biology, ICT, Physics",4.1,Bangla,"Accounting, Biology",55.1,56.6,Dhaka,4.9,Evening,"50.3,52.4,50.6,53.6,55.1"
BD00158,Ayesha Rahman,Female,HSC,Rajshahi College,"Math, Physics, ICT, Accounting, Bangla, Chemistry",3.8,Chemistry,"Accounting, ICT",65.9,79.7,Mymensingh,2.8,Morning,"59.8,62.5,62.5,65.9"
BD00159,Nusrat Hossain,Female,University,Khulna University,"Chemistry, Accounting, English, Bangla, Math, Physics",5.5,"Accounting, Physics","Bangla, Chemistry",61.7,89.3,Barishal,4.4,Evening,"51.6,53.8,52.8,54.0,61.7"
BD00160,Tanvir Khan,Male,HSC,Dhaka College,"Math, Bangla, Physics, Chemistry, Accounting, Biology, English",2.5,"Chemistry, Bangla",Biology,67.0,90.4,Barishal,4.8,Morning,"58.9,57.6,57.9,67.0"
BD00161,Nabil Rahman,Male,SSC,Govt. Laboratory High School,"ICT, Math, Bangla, Physics, English, Accounting",3.5,"Math, Physics",English,76.9,86.8,Rajshahi,4.2,Night,"75.0,77.1,78.2,76.9"
BD00162,Tanjila Rahman,Female,University,United International University,"Chemistry, Accounting, English, Physics",4.9,"Chemistry, English","Accounting, Physics",50.6,71.2,Gazipur,9.0,Night,"41.8,41.6,39.3,41.2,50.6"
BD00163,Farhana Ahmed,Female,University,University of Dhaka,"Bangla, Biology, ICT, Physics, Math, Chemistry",3.7,"Math, Chemistry","Physics, Biology",64.3,80.2,Chattogram,5.8,Evening,"57.9,56.0,56.7,54.7,64.3"
BD00164,Mahmud Hossain,Male,SSC,Viqarunnisa Noon School and College,"Biology, Chemistry, English, Physics, Bangla, Accounting",1.7,"Bangla, Accounting","Biology, Physics",93.6,91.6,Gazipur,4.4,Morning,"82.4,84.2,84.3,93.6"
BD00165,Mahmud Akter,Male,SSC,Ideal School and College,"Chemistry, Biology, Bangla, Physics, Accounting",2.0,"Chemistry, Biology",Accounting,87.8,78.9,Chattogram,5.9,Morning,"78.6,79.0,81.1,87.8"
BD00166,Karim Ahmed,Male,HSC,Notre Dame College,"Math, English, Bangla, ICT, Chemistry, Biology",2.7,ICT,"Chemistry, English",57.6,88.3,Barishal,5.7,Night,"52.1,54.8,57.2,57.6"
BD00167,Nusrat Sarker,Female,University,Rajshahi University,"ICT, Accounting, Bangla, Physics, Chemistry, Biology",2.9,"Bangla, ICT",Accounting,47.3,71.8,Barishal,10.2,Night,"37.2,34.7,33.5,32.8,47.3"
BD00168,Sajid Sarker,Male,HSC,Dhaka College,"Physics, ICT, Bangla, Chemistry, Biology",2.5,"Biology, Chemistry",Bangla,71.5,71.7,Mymensingh,4.5,Morning,"63.9,63.9,61.6,71.5"
BD00169,Fahim Rahman,Male,University,BUET,"Bangla, English, Chemistry, Biology, Physics, Math",3.1,"Bangla, Chemistry",Math,59.2,78.0,Rajshahi,5.6,Morning,"51.7,50.4,49.1,48.6,59.2"
BD00170,Nabil Rahman,Male,University,University of Dhaka,"Physics, Accounting, Biology, Chemistry, Bangla",5.1,"Accounting, Chemistry","Physics, Biology",50.4,78.7,Barishal,7.3,Morning,"48.2,46.3,45.4,47.3,50.4"
BD00171,Tanjila Rahman,Female,HSC,Rajshahi College,"ICT, Chemistry, Biology, Physics, Math, Bangla, Accounting",5.7,Biology,"Physics, Accounting",52.3,84.5,Mymensingh,5.3,Night,"43.8,41.9,42.3,52.3"
BD00172,Sadia Chowdhury,Female,SSC,Govt. Laboratory High School,"ICT, Chemistry, Accounting, Math, English, Physics, Bangla",2.8,Accounting,"Bangla, Physics",57.4,96.4,Rajshahi,4.2,Night,"53.4,55.6,55.7,57.4"
BD00173,Rafi Akter,Male,SSC,Viqarunnisa Noon School and College,"Biology, Math, Accounting, ICT, English, Chemistry",4.2,"ICT, Math",English,69.7,91.1,Mymensingh,3.2,Morning,"67.6,65.6,66.0,69.7"
BD00174,Mariam Chowdhury,Female,SSC,Dhaka Residential Model College,"Chemistry, Math, ICT, Physics, Accounting, English, Biology",2.6,"English, Physics",Math,57.9,99,Dhaka,1.7,Night,"52.2,51.1,50.1,57.9"
BD00175,Ayesha Ahmed,Female,University,Jahangirnagar University,"Bangla, English, Chemistry, Math, ICT",4.7,"Bangla, Math",Chemistry,62.3,94.4,Khulna,5.9,Evening,"58.9,60.0,60.1,62.0,62.3"
BD00176,Jannat Islam,Female,HSC,Govt. M. M. City College,"Chemistry, English, Biology, Math, Physics, ICT, Accounting",4.4,"ICT, Biology","Physics, English",51.0,55.9,Cumilla,4.5,Evening,"44.3,45.5,47.0,51.0"
BD00177,Rafi Hasan,Male,University,University of Dhaka,"English, ICT, Chemistry, Physics",6.5,English,"Physics, Chemistry",68.1,70.8,Barishal,7.2,Evening,"60.7,59.0,57.4,58.5,68.1"
BD00178,Ayesha Khan,Female,SSC,Rajshahi Collegiate School,"Math, Physics, English, Chemistry, Bangla",4.1,"Physics, Math","Bangla, Chemistry",76.7,82.3,Cumilla,5.1,Morning,"66.2,63.7,62.8,76.7"
BD00179,Sajid Chowdhury,Male,SSC,Ideal School and College,"Bangla, ICT, English, Biology, Math, Physics",1.7,"Biology, ICT","English, Math",68.9,93.7,Gazipur,4.3,Evening,"64.2,65.6,63.6,68.9"
BD00180,Fariha Akter,Female,HSC,Notre Dame College,"ICT, Accounting, Biology, Physics, Math, English",3.9,"Biology, Accounting",Physics,61.4,75.3,Gazipur,5.9,Evening,"58.3,56.6,58.4,61.4"
BD00181,Mim Khan,Female,University,Jahangirnagar University,"English, ICT, Chemistry, Math",4.2,ICT,"Math, English",75.2,62.2,Khulna,4.4,Evening,"68.5,68.6,68.8,66.8,75.2"
BD00182,Fahim Sarker,Male,SSC,Viqarunnisa Noon School and College,"Bangla, ICT, Math, Accounting, Biology, Physics",5.0,Biology,"Accounting, Bangla",53.8,89.1,Cumilla,3.2,Evening,"45.7,44.8,45.5,53.8"
BD00183,Ayesha Rahman,Female,SSC,Rajshahi Collegiate School,"Accounting, Physics, ICT, Biology, English, Chemistry",2.2,"Physics, Biology","Accounting, English",94.5,73.2,Rangpur,2.7,Night,"89.1,89.3,88.1,94.5"
BD00184,Nabil Islam,Male,University,Rajshahi University,"Math, Accounting, English, Physics",2.4,"English, Accounting","Math, Physics",76.4,82.7,Dhaka,7.8,Morning,"69.9,68.1,69.4,67.4,76.4"
BD00185,Shakib Begum,Male,HSC,Holy Cross College,"Chemistry, Accounting, Math, Biology, Physics",4.0,"Chemistry, Physics","Accounting, Biology",52.0,72.1,Mymensingh,5.6,Evening,"48.7,47.6,48.8,52.0"
BD00186,Sumaiya Ahmed,Female,University,Chittagong University,"English, Chemistry, Math, Accounting, Physics",3.0,"Chemistry, Math","English, Physics",79.4,75.1,Chattogram,3.4,Night,"70.1,70.6,70.9,72.3,79.4"
BD00187,Tanvir Ahmed,Male,HSC,Notre Dame College,"Math, Chemistry, Accounting, ICT, Biology, English",3.8,"Biology, Math","English, Accounting",57.3,76.5,Mymensingh,4.6,Morning,"53.4,51.8,53.0,57.3"
BD00188,Sadia Chowdhury,Female,HSC,Govt. M. M. City College,"ICT, Accounting, Math, Bangla, Biology",5.5,ICT,"Bangla, Math",76.5,87.1,Rangpur,7.0,Night,"70.9,69.6,68.8,76.5"
BD00189,Fahim Sarker,Male,HSC,Rajshahi College,"ICT, Biology, Accounting, Chemistry, Physics, Math",4.4,"ICT, Chemistry","Accounting, Physics",64.0,76.9,Barishal,5.5,Evening,"56.2,55.7,56.8,64.0"
BD00190,Fahim Begum,Male,SSC,Ideal School and College,"Math, Accounting, Physics, Bangla, Chemistry, English, ICT",3.2,"Physics, English","Bangla, Accounting",86.7,71.5,Rajshahi,2.5,Night,"77.6,78.2,79.0,86.7"
BD00191,Fariha Rahman,Female,SSC,Rajshahi Collegiate School,"Biology, Bangla, English, Accounting, Math",3.2,"Math, English",Bangla,69.5,92.8,Sylhet,2.2,Morning,"58.7,57.1,56.1,69.5"
BD00192,Nusrat Begum,Female,SSC,Dhaka Residential Model College,"ICT, Physics, Math, English, Accounting, Chemistry",3.4,"Chemistry, Accounting","English, ICT",72.9,96.7,Mymensingh,5.2,Morning,"66.3,64.8,65.5,72.9"
BD00193,Nadia Islam,Female,SSC,Rajshahi Collegiate School,"Bangla, Biology, Physics, ICT, Math, Accounting",3.9,"Physics, Math","ICT, Bangla",45.3,88.3,Cumilla,4.5,Morning,"39.5,38.6,37.3,45.3"
BD00194,Rahim Hasan,Male,SSC,Govt. Laboratory High School,"Biology, Math, Physics, English, ICT, Accounting",4.5,"Physics, Biology","Accounting, English",73.8,69.7,Rajshahi,4.1,Night,"67.7,67.8,66.4,73.8"
BD00195,Sadia Islam,Female,University,Khulna University,"Accounting, English, Physics, Chemistry, Math, Biology",1.9,"Chemistry, English","Math, Accounting",86.1,68.1,Khulna,4.1,Morning,"78.6,79.0,77.7,78.7,86.1"
BD00196,Jahid Hasan,Male,SSC,Rajshahi Collegiate School,"Bangla, Biology, Accounting, Math, Chemistry",3.4,"Math, Accounting","Biology, Bangla",50.8,90.3,Gazipur,2.3,Night,"42.4,40.8,43.4,50.8"
BD00197,Tanvir Ahmed,Male,HSC,Govt. M. M. City College,"Math, Chemistry, ICT, Physics, English, Bangla, Accounting",4.4,"English, Chemistry","Math, ICT",62.1,88.5,Mymensingh,5.0,Night,"58.2,58.9,57.9,62.1"
BD00198,Rahim Ahmed,Male,SSC,Govt. Laboratory High School,"Bangla, English, Physics, ICT, Math",1.1,"English, Bangla","ICT, Math",57.9,69.4,Khulna,1.9,Morning,"51.2,50.0,51.7,57.9"
BD00199,Farhana Hossain,Female,University,North South University,"Physics, English, Biology, Chemistry, Math, ICT",3.8,Physics,"Math, ICT",59.6,80.5,Dhaka,3.3,Evening,"51.8,52.4,50.4,48.0,59.6"
BD00200,Arif Akter,Male,University,BUET,"Math, Physics, Chemistry, Accounting, Bangla, English",3.0,"English, Physics","Math, Bangla",69.0,87.7,Sylhet,5.1,Evening,"65.6,65.5,63.2,61.1,69.0"
BD00201,Sadia Chowdhury,Female,University,Rajshahi University,"Chemistry, English, Physics, ICT",3.6,"ICT, Chemistry","Physics, English",67.3,85.4,Chattogram,3.6,Night,"62.7,61.6,60.2,62.0,67.3"
BD00202,Mim Ahmed,Female,University,Jahangirnagar University,"English, Chemistry, Math, Bangla, Accounting",4.9,"Accounting, Math","Chemistry, English",77.6,83.5,Rajshahi,5.2,Night,"73.4,74.3,75.5,74.8,77.6"
BD00203,Shakib Ahmed,Male,University,Chittagong University,"English, Chemistry, Bangla, ICT",4.5,"ICT, Chemistry","Bangla, English",77.3,77.6,Rangpur,5.7,Night,"73.8,75.1,72.7,70.8,77.3"
BD00204,Nadia Ahmed,Female,HSC,Govt. M. M. City College,"Accounting, Bangla, Chemistry, ICT, Physics",4.5,Physics,"Bangla, Chemistry",73.6,71.7,Khulna,5.7,Evening,"69.9,68.3,69.5,73.6"
BD00205,Nabil Akter,Male,SSC,Ideal School and College,"Accounting, Biology, Math, ICT, Physics, Chemistry, English",3.3,"Chemistry, Biology","Physics, ICT",75.3,98.5,Rangpur,3.9,Morning,"68.2,68.5,68.1,75.3"
BD00206,Jahid Hossain,Male,SSC,Ideal School and College,"Biology, English, ICT, Accounting, Physics",5.0,"Accounting, ICT","English, Physics",53.0,99,Dhaka,4.6,Evening,"47.9,45.9,46.1,53.0"
BD00207,Sadia Sarker,Female,HSC,Notre Dame College,"ICT, Biology, Bangla, Chemistry, Accounting, English",4.1,"Bangla, Biology",Accounting,98,90.1,Mymensingh,4.5,Morning,"96.7,97.8,97.2,98"
BD00208,Mim Islam,Female,SSC,Govt. Laboratory High School,"ICT, English, Physics, Chemistry, Bangla, Biology",1.2,"ICT, Bangla",Physics,80.9,75.6,Chattogram,4.3,Morning,"73.8,73.1,71.9,80.9"
BD00209,Arif Islam,Male,HSC,Holy Cross College,"Math, Accounting, ICT, Chemistry, Physics, Biology, Bangla",4.6,"Physics, ICT",Chemistry,57.4,80.7,Dhaka,4.3,Evening,"49.7,51.3,52.9,57.4"
BD00210,Nusrat Begum,Female,SSC,Viqarunnisa Noon School and College,"Bangla, English, ICT, Chemistry, Biology, Physics",3.0,"English, Chemistry","Bangla, Biology",88.4,90.5,Khulna,2.8,Morning,"84.2,85.0,84.1,88.4"
BD00211,Nadia Akter,Female,University,BRAC University,"Physics, Bangla, Accounting, English, ICT, Chemistry",7.2,"English, ICT","Chemistry, Accounting",40.8,83.2,Rangpur,4.0,Night,"37.5,36.1,35.9,37.6,40.8"
BD00212,Jahid Chowdhury,Male,HSC,Dhaka College,"Accounting, English, Chemistry, ICT, Biology, Bangla, Math",3.6,Accounting,"Math, Biology",61.3,84.3,Barishal,4.8,Night,"57.2,57.0,57.2,61.3"
BD00213,Fariha Khan,Female,University,Khulna University,"Accounting, English, ICT, Math, Bangla",4.6,"Bangla, Accounting","Math, English",68.4,91.2,Sylhet,6.3,Morning,"57.4,58.2,59.0,57.5,68.4"
BD00214,Mim Chowdhury,Female,SSC,Viqarunnisa Noon School and College,"Bangla, Math, Physics, Accounting, Chemistry, Biology",3.8,Math,"Chemistry, Physics",57.8,84.4,Cumilla,4.4,Evening,"56.5,57.9,58.1,57.8"
BD00215,Mim Chowdhury,Female,SSC,Govt. Laboratory High School,"ICT, Bangla, Physics, Accounting, Math",1.6,"Accounting, Bangla",Physics,73.5,86.6,Sylhet,1.0,Morning,"68.8,67.9,69.1,73.5"
BD00216,Naeem Ahmed,Male,HSC,Holy Cross College,"Chemistry, Math, English, Accounting, Physics",5.1,"Chemistry, Math","English, Accounting",69.0,85.0,Sylhet,5.2,Night,"63.4,63.0,62.1,69.0"
BD00217,Fariha Akter,Female,HSC,Dhaka College,"Math, English, Bangla, Biology, Chemistry, Accounting, ICT",3.7,English,"Chemistry, Bangla",74.2,88.8,Barishal,4.6,Morning,"63.8,62.6,62.6,74.2"
BD00218,Rahim Chowdhury,Male,HSC,Notre Dame College,"Biology, Bangla, ICT, Chemistry, Accounting, Math",4.6,"Chemistry, ICT","Bangla, Accounting",55.3,85.0,Mymensingh,1.7,Morning,"51.7,51.0,51.8,55.3"
BD00219,Fariha Ahmed,Female,HSC,Dhaka College,"Physics, Biology, Accounting, Bangla, English, Chemistry",5.5,"Chemistry, Bangla","Physics, Biology",71.5,80.9,Gazipur,4.3,Evening,"60.8,62.2,61.4,71.5"
BD00220,Fahim Hasan,Male,HSC,Dhaka College,"ICT, Bangla, Math, Chemistry, Accounting",3.6,"Accounting, Bangla","ICT, Math",76.1,88.8,Dhaka,6.4,Morning,"70.8,69.2,70.6,76.1"
BD00221,Mariam Ahmed,Female,SSC,Ideal School and College,"Bangla, Chemistry, English, Accounting, ICT",2.5,"Chemistry, ICT",English,85.2,83.6,Sylhet,4.3,Morning,"81.3,82.3,85.1,85.2"
BD00222,Ayesha Hossain,Female,University,Rajshahi University,"Physics, Bangla, Biology, Accounting, Math, ICT",3.1,"Accounting, Biology","ICT, Math",73.1,73.8,Dhaka,4.9,Evening,"62.4,63.1,61.9,60.8,73.1"
BD00223,Nusrat Begum,Female,HSC,Govt. M. M. City College,"ICT, Bangla, Biology, Math, Physics, Accounting, English",4.6,"Accounting, Bangla","English, Math",62.4,86.7,Sylhet,5.3,Morning,"59.5,58.9,60.3,62.4"
BD00224,Nusrat Ahmed,Female,University,Jahangirnagar University,"Math, English, Accounting, Bangla",0.8,"Math, Bangla","Accounting, English",75.6,72.5,Dhaka,4.8,Morning,"65.6,65.8,67.5,66.2,75.6"
BD00225,Sadia Ahmed,Female,University,Khulna University,"ICT, Physics, Accounting, Biology",0.8,"ICT, Biology","Accounting, Physics",86.0,79.1,Gazipur,5.0,Evening,"79.7,77.9,78.8,79.2,86.0"
BD00226,Jannat Sarker,Female,University,North South University,"Physics, Bangla, English, ICT",5.7,"ICT, Physics",English,70.1,81.3,Chattogram,3.2,Night,"66.2,67.4,68.0,67.3,70.1"
BD00227,Jahid Hossain,Male,HSC,Govt. M. M. City College,"Bangla, ICT, English, Accounting, Math",2.7,Accounting,"Math, English",48.8,95.0,Mymensingh,3.3,Night,"38.4,36.8,36.4,48.8"
BD00228,Sajid Hasan,Male,HSC,Rajshahi College,"Math, Accounting, Biology, English, Physics, ICT, Chemistry",4.4,"Chemistry, Biology",Math,68.2,85.4,Mymensingh,4.5,Evening,"60.7,61.3,62.0,68.2"
BD00229,Shakib Hossain,Male,University,Rajshahi University,"Chemistry, Bangla, Accounting, ICT, Biology",3.6,"Chemistry, Biology","Accounting, Bangla",48.9,72.6,Mymensingh,3.8,Morning,"42.8,42.6,41.5,41.5,48.9"
BD00230,Rahim Rahman,Male,University,Khulna University,"ICT, Accounting, Bangla, Chemistry",4.7,"ICT, Accounting","Chemistry, Bangla",94.0,85.6,Khulna,3.9,Evening,"86.1,87.0,86.1,86.9,94.0"
